id,asin
421,6302308135
422,630232792X
423,630242335X
424,6302682517
425,630296931X
426,6304145586
427,6304134215
428,6304308469
429,630438601X
430,630443507X
431,6304459661
432,B00000ICHI
433,B00000IBMC
434,B00000IXOG
435,B00000JPG0
436,B000035Z1C
437,B00003CX6D
438,B00005ASOH
439,B00005B73L
440,B00005JMJG
441,B00005LC4Y
442,B00005LDDB
443,B00005LQ20
444,B00005LWKP
445,B00005OCK3
446,B00005TNES
447,B00006681E
448,B000067D1B
449,B000067J3S
450,B000069I1H
451,B00006II68
452,B000077VSP
453,B000077VRZ
454,B000089746
455,B00008CMR2
456,B00008G6NH
457,B00008L3MG
458,B00008MTW9
459,B0000CEB4H
460,B0000D1FHX
461,B0000VCZLG
462,B00019PDNY
463,B0001FZB62
464,B00024I2VI
465,B00026L9CU
466,6300183505
467,6300214710
468,6301004981
469,6301598946
470,6301618602
471,6301771435
472,6303052487
473,6303058884
474,6303128610
475,6303355102
476,6303394353
477,6303451535
478,6303608051
479,6303824382
480,6304819625
481,6305065624
482,6304989245
483,6305103305
484,6305492239
485,6305668353
486,6305668205
487,6305773904
488,B000642008
489,B00064AM9Y
490,B00066X9V0
491,B0006SSNXM
492,B000777HYI
493,B0007808A2
494,B0007GP836
495,B0007M2234
496,B0008FPJHQ
497,B000935TVI
498,B00097DXFS
499,B000980GWU
500,B0009CTV4U
501,B0009MDPTC
502,B0009NZ6TI
503,B0009XT8MO
504,B000A1OFYQ
505,B000B5XOWK
506,B000B7MXDO
507,B000BT98XU
508,B000CNEQWI
509,B000E5N6B6
510,B000E8BI18
511,B000EDH80I
512,B000EQ5V3Q
513,B000F2C7DG
514,B000FQ4EYM
515,B000GZCATI
516,B000K2JU36
517,B000KWZ7VU
518,B000LC4ZCQ
519,B000M8026M
520,B000MGUZB6
521,B000NA6C1S
522,B000NIBUZ8
523,B000O76PYE
524,B000PHX5NM
525,0783112750
526,078322561X
527,0783230486
528,0792839072
529,0800111842
530,6301976215
531,630197882X
532,630203793X
533,6302000653
534,6302158095
535,6302221684
536,6302270847
537,6302380294
538,630247809X
539,6302485053
540,6302526051
541,6302999782
542,6302990025
543,6303957064
544,6304196784
545,630576333X
546,6305918708
547,6305895562
548,B000003KBC
549,B000006GFB
550,B00000F3GI
551,B00000F9YF
552,B00000F5WZ
553,B00000I1DU
554,B0000203Y5
555,B00005BEYC
556,B00005JP9D
557,B00005JP60
558,B00005NB93
559,B00005NG05
560,B00005UF80
561,B00005UQAF
562,B00005Y3ZL
563,B000060MX9
564,B0000639H2
565,B000066742
566,B00006ADGI
567,B00007149N
568,B00007LLIV
569,B00008AORF
570,B00008J2F4
571,B00009K011
572,B00009W0UL
573,B0000DD77S
574,B00019HOU4
575,B0001AW0UW
576,B0001HAGTW
577,B00021Q51A
578,B00023BN74
579,B00024JNJS
580,B00028G540
581,B0002ERWU0
582,1573470988
583,630018286X
584,6300213781
585,6300214311
586,6301133471
587,6301640586
588,6301798201
589,6301798686
590,6303026990
591,6303248209
592,6303320570
593,6303338690
594,6303356427
595,6303442366
596,6303467717
597,6303495591
598,6303620256
599,6303855490
600,6303891217
601,6304672128
602,6304699069
603,6304893116
604,6305043590
605,6305602360
606,B00003CXNF
607,B00004U3C7
608,B00004UEEN
609,B0000524E5
610,B0000542C4
611,B00005AAA1
612,B00049QLWS
613,B00068VNHU
614,B00076ONVY
615,B00076PCPU
616,B00076YP0I
617,B0007OCG6K
618,B0008FXSUG
619,B00097E6P4
620,B0009941E8
621,B0009E32UC
622,B0009GX20K
623,B0009YA3RW
624,B000A5SR46
625,B000AARKYY
626,B000AC7P2Y
627,B000AL72RI
628,B000B2YQBQ
629,B000B66GVK
630,B000BGH2HW
631,B000BVM240
632,B000BYRCQU
633,B000CEXF60
634,B000EDWLDC
635,B000EU1Q5O
636,B000EWBOCC
637,B000EXDRX0
638,B000F0UUKU
639,B000FCW254
640,B000FDEVB6
641,B000FK6A9K
642,B000FS2W6M
643,B000FSL920
644,B000FUTV2I
645,B000GAKNTC
646,B000HDZJWO
647,B000I2J6Y6
648,B000I2J6ZK
649,B000IAKFIE
650,B000ICL3PG
651,B000JBWWRO
652,B000JRYOME
653,B000KHX71W
654,B000KWZ1UW
655,B000OCY66I
656,B000PDZIX6
657,0783117159
658,0783230427
659,0790736527
660,6301928512
661,6301966465
662,6301966651
663,6302077826
664,6302130948
665,6302182840
666,6302413451
667,6302739861
668,6302973570
669,6303987710
670,6304088205
671,6304200544
672,6304243391
673,6304286856
674,6304326319
675,6304342470
676,6304361009
677,6304401833
678,6304393121
679,6305812160
680,6305822484
681,6305874867
682,B000006BSU
683,B000009DIU
684,B00000F316
685,B00000IQUO
686,B00001WBQO
687,B00005JO2V
688,B00005LQ0C
689,B00005MM6U
690,B00005QCW4
691,B000062XE0
692,B000067IW3
693,B000068ME6
694,B000069HUD
695,B00006ADFS
696,B00006ADFO
697,B00006ISA5
698,B00006LJAR
699,B00007GZR7
700,B00008G7JA
701,B00008G8P8
702,B00008K76X
703,B00008K7AG
704,B000096I9O
705,B00009MEJS
706,B0000AGWP0
707,B0000UX4X0
708,B0000V6SD2
709,B00018D3LE
710,B0001FVDXM
711,B0001KNHKY
712,B0001XALV4
713,B00023GG7Q
714,B000260OTE
715,B0002ABUWU
716,B0002C4GUG
717,1897020600
718,630014996X
719,6300218406
720,6301752694
721,6303276261
722,6303309194
723,6303430910
724,6303632769
725,6303695833
726,630449436X
727,6304475772
728,6304680406
729,6304980310
730,6305005893
731,6305119937
732,6305136653
733,630514415X
734,6305477728
735,6305627401
736,B00003CX8A
737,B00003CXXI
738,B00003CXPV
739,B00004CTAT
740,B00004RESR
741,B00004W195
742,B00004WICK
743,B000050ILW
744,B0002M5TQ6
745,B0002T2QRY
746,B00062IVPI
747,B00068RELO
748,B0006D3HEC
749,B0006SSNW8
750,B0006U3SJO
751,B0006V7R8G
752,B00080FESK
753,B0008ENHUS
754,B0008ENIR0
755,B0009GX1UQ
756,B0009NZ76U
757,B000BK4CBW
758,B000BT96OG
759,B000CDG5MW
760,B000CGX7FW
761,B000CGX7G6
762,B000CSTK7Y
763,B000E3L7F0
764,B000EXDSAW
765,B000F48DCS
766,B000FFJ86C
767,B000FII2Z2
768,B000FZEQWI
769,B000G5R98A
770,B000GG4XV0
771,B000GI3KK8
772,B000GUJZ32
773,B000H6SXWE
774,B000HDR89Q
775,B000HWZ4V6
776,B000ICM6LG
777,B000J4QWFY
778,B000M9BU2Q
779,B000GTLQU8
780,B000N60H9U
781,B000NA1WGS
782,B000NJL520
783,B000NTPGSE
784,B000OY9V7K
785,B000PAAMEO
786,0783110960
787,0784017808
788,0790750414
789,0790745003
790,1572521473
791,6301929225
792,6301928156
793,6302320763
794,630254176X
795,6302985293
796,6303003990
797,630301478X
798,6303935877
799,6303961568
800,6303953492
801,6304432437
802,B00000F0YO
803,B00002JWYZ
804,B000035P98
805,B00005JHBA
806,B00005JOQB
807,B00005QJJB
808,B000062TXS
809,B000067IYD
810,B000068UXH
811,B00006G8IU
812,B00006HB08
813,B00007AJD9
814,B00007GZXC
815,B00007L4OG
816,B0000844IH
817,B0000844JO
818,B000087F5G
819,B000089795
820,B000089QB3
821,B00008G8P4
822,B00008UALF
823,B00008XS1C
824,B00009N829
825,B0000V42AS
826,B0001DCYGE
827,B0001GH7A4
828,B0001LYFHM
829,B0001XAKEM
830,B0001XAOKC
831,1596982004
832,6300181316
833,630020829X
834,6300247104
835,6303553435
836,6303695183
837,6303861377
838,6304586809
839,6304681372
840,6304683200
841,6304879946
842,6305428220
843,6305610096
844,6305583714
845,B00004CIK0
846,B00004T8GF
847,B00004UB6S
848,B00004W46H
849,B00004YS6O
850,B0002OXV9Q
851,B0002T7YEY
852,B0002UE1WQ
853,B0002VEZ26
854,B0002ZMITY
855,B0007GP70U
856,B0007NMJRW
857,B0007XG1TY
858,B0007YWY8K
859,B000929VCW
860,B0009E27SK
861,B0009NZ36O
862,B000ADWD16
863,B000B5UNG0
864,B000BB18NG
865,B000BNXD5A
866,B000BYA4MY
867,B000C6NP1I
868,B000CEXF8S
869,B000E0OBJM
870,B000E0OBCO
871,B000EMTJQU
872,B000EQ5UVE
873,B000EVNCYQ
874,B000FA57HQ
875,B000FOPZZG
876,B000FP2T0Y
877,B000FZETJS
878,B000G1R402
879,B000GRUMQY
880,B000H7JCEQ
881,B000HC2LH6
882,B000HIVIRY
883,B000HOJELA
884,B000IJ79T8
885,B000IMV3XS
886,B000KEG8TI
887,B000KGGISM
888,B000LPR6DS
889,B000MGBLT6
890,B000MGBLY6
891,B000NO23X0
892,B000OFBC9O
893,0783239408
894,078322947X
895,0782009328
896,630196697X
897,6301971914
898,6302113296
899,6302156823
900,6302806348
901,6302990130
902,6303955940
903,6304143265
904,6304392907
905,6304465378
906,6305831661
907,B00000F5US
908,B00000IBN2
909,B00005JP00
910,B00005O072
911,B00005R24J
912,B00005RIXO
913,B00005UV33
914,B0000633SA
915,B000063K02
916,B000067J2X
917,B0000694X7
918,B00006ADFJ
919,B00006FMBN
920,B00006HAX7
921,B00006JDSX
922,B00007986M
923,B00007ELDC
924,B000083C59
925,B000087F7F
926,B00008G8YH
927,B00009RXI5
928,B0000ACOYO
929,B0000C0UTP
930,B0000DJYPZ
931,B0000W5J9K
932,B0000YEDYU
933,B0000YTOKI
934,B000199JKC
935,B0001DMUYA
936,B0001J3ZL6
937,B0001OGVRG
938,B0001WTVB6
939,B00020BVYW
940,1577421531
941,6300128628
942,6300183807
943,6300246817
944,6300268748
945,6303025625
946,6303058833
947,6303149189
948,6303328180
949,6303427502
950,6303477135
951,6303587631
952,6304708432
953,6305428298
954,B00003CXPO
955,B00003ETPS
956,B00004WI55
957,B000055WGM
958,B00005A1VF
959,B0002O7642
960,B000772838
961,B0007N1JXW
962,B000803BQM
963,B0009A40F2
964,B0009DOH7U
965,B000A0GY0K
966,B000AYEL60
967,B000BNX3AK
968,B000BR4UQC
969,B000CNTHYU
970,B000E1NWH8
971,B000EDWKYW
972,B000EDWM4U
973,B000EGEJI4
974,B000ELL1PS
975,B000EMGF30
976,B000FDEVBQ
977,B000G73UOU
978,B000GAKMB6
979,B000H6SY8C
980,B000HA4WS4
981,B000J6I0TI
982,B000JMKKK4
983,B000KGGOP4
984,B0002D3VRO
985,B000LSBXH0
986,B000MMMWMU
987,B000MZGN5Y
988,B000O3C5DS
989,0783228252
990,079075181X
991,6301916050
992,6301969065
993,630208878X
994,6302762898
995,6303920713
996,6303980813
997,6304039255
998,6304030894
999,630405288X
1000,6304042019
1001,6304079990
1002,6304160208
1003,6304167644
1004,6304216939
1005,6305818282
1006,6305870160
1007,B00000F4ZY
1008,B00000IBKT
1009,B00002AFWU
1010,B00005B222
1011,B00005JPI6
1012,B00005NFZP
1013,B00005OOPY
1014,B00005TPL2
1015,B00005U13T
1016,B0000639GA
1017,B0000639G2
1018,B000067IVT
1019,B00006RCMF
1020,B00006SFJX
1021,B000077VQQ
1022,B00007L4KS
1023,B00008973H
1024,B000089QAK
1025,B00008DDWV
1026,B00008K77D
1027,B00008J2PG
1028,B00008NUU6
1029,B00008QSBA
1030,B00009QGCE
1031,B00009RXM3
1032,B0000CC88G
1033,B0000DZTIP
1034,B00018D3UU
1035,B0001ADAVK
1036,B0001LJCU2
1037,B0001XWZDG
1038,B0002JUW16
1039,B0002KZYHM
1040,1583500251
1041,6300165760
1042,6300185974
1043,6300209237
1044,6300247090
1045,630165160X
1046,6303111564
1047,6303103103
1048,6303450202
1049,6303422136
1050,6303499996
1051,6304646100
1052,6304602901
1053,6305012814
1054,6305280843
1055,6305365121
1056,6305389004
1057,6305506698
1058,6305807426
1059,B00004XPPO
1060,B000056AUZ
1061,B0002MHE82
1062,B0002V7O60
1063,B0006210ZG
1064,B00062IYLY
1065,B00074CBDS
1066,B0007N19YQ
1067,B0007RO4IA
1068,B0007UQ2BY
1069,B0007UVXCM
1070,B0008D7EBM
1071,B0009FV18Q
1072,B0009I89V0
1073,B0009NUQR0
1074,B0009RQSFK
1075,B0009UZGLO
1076,B000A59PMY
1077,B000AAEIXA
1078,B000BLBZFW
1079,B000BTJD7G
1080,B000BTSJV2
1081,B000BVM1SM
1082,B000BYAYMY
1083,B000C20VTG
1084,B000CC1TR4
1085,B000CS461O
1086,B000E372KO
1087,B000E9ZGSS
1088,B000EHQU44
1089,B000F0UUKK
1090,B000F6ZDX8
1091,B000FBFUDQ
1092,B000FX4VD4
1093,B000GDH7Q6
1094,B000GRUQZQ
1095,B000HT38D0
1096,B000I0QLTG
1097,B000I0RNVQ
1098,B000JJRYDS
1099,B000K4X5QM
1100,B000KF0DEI
1101,B000KRMS44
1102,B000M9CB56
1103,B000MKXF3W
1104,B000MQ4WMY
1105,B000NA2TTC
1106,B000NJMJI4
1107,B000OY8NFG
1108,B000P2XNI4
1109,0767827686
1110,0784011680
1111,0975061968
1112,0984301801
1113,1559408677
1114,6301826558
1115,6301972163
1116,6304346093
1117,6304366086
1118,6305821453
1119,630592273X
1120,B00000F9I1
1121,B00000F0V2
1122,B00002ND7U
1123,B00005B6OZ
1124,B00005JNH6
1125,B00005JM7G
1126,B00005UW80
1127,B000068MDD
1128,B000068UXG
1129,B000069HXG
1130,B00006AGHD
1131,B00006JDRE
1132,B00006RCNX
1133,B00006SFL5
1134,B00007G74S
1135,B000083C6P
1136,B00008W2OX
1137,B00008ZZ7A
1138,B0000YTOX0
1139,B0001610OS
1140,B0001EQIGK
1141,B0001YF640
1142,B0001YYNSA
1143,B0001ZMXMM
1144,B0001ZX05Q
1145,B0002FZ78I
1146,1591259886
1147,5552439538
1148,6301586026
1149,6303257828
1150,6303413293
1151,630347151X
1152,6304611641
1153,6304821522
1154,6305133425
1155,6305358591
1156,6305506604
1157,B00003CXXG
1158,B00003CXKA
1159,B00003GPEZ
1160,B00004STGX
1161,B00004T1JI
1162,B00004Z4VE
1163,B0000520QJ
1164,B000051YHS
1165,B000059YRM
1166,B0002W2JP0
1167,B00062IENC
1168,B00061UOMW
1169,B000638PIU
1170,B0006GAODG
1171,B00076OMY2
1172,B0007989KC
1173,B000929V72
1174,B0009UVCP8
1175,B0009WFF7C
1176,B0009Y272Q
1177,B000A0D1N8
1178,B000A6T1LS
1179,B000BBOUHM
1180,B000BCKFSE
1181,B000BKDNY4
1182,B000BTSJVW
1183,B000BZ8IC6
1184,B000C3L29I
1185,B000E0OE4E
1186,B000E0OBJW
1187,B000E0OBII
1188,B000E3L7MS
1189,B000EGEJIE
1190,B000EU1QAO
1191,B000EWBKHG
1192,B000F6ZDH4
1193,B000FKO37G
1194,B000FZETUM
1195,B000GIXCCY
1196,B000H5U5TO
1197,B000H6SY5U
1198,B000ILYZ2K
1199,B000JLTS5S
1200,B000MDH6RK
1201,B000MEYKDW
1202,B000OIOXOC
1203,B000OY8NKQ
1204,B000PATZKQ
1205,B000PFUA78
1206,0783226608
1207,0790729377
1208,1572521597
1209,6301944658
1210,6302309522
1211,6302481791
1212,6302999278
1213,6303872727
1214,6303890164
1215,6304132654
1216,6304105436
1217,6304179979
1218,6304256868
1219,6304342098
1220,6304298315
1221,6304442467
1222,630446617X
1223,6305972338
1224,6306010939
1225,7885881695
1226,8373615768
1227,B0000039CZ
1228,B000006GFI
1229,B00000FDXT
1230,B00000JLTR
1231,B00000JWW6
1232,B00005JNCN
1233,B00005JP1Y
1234,B00005JPAS
1235,B00005UM3Z
1236,B00005UO7S
1237,B00006CY45
1238,B00006DXXU
1239,B00006RCNA
1240,B00007G1YV
1241,B0000897DZ
1242,B00008NV4N
1243,B00008T259
1244,B00008WT3R
1245,B00008Y47R
1246,B00009MEEN
1247,B00009OWDS
1248,B00009Y3N3
1249,B0000WN1N6
1250,B0001H69OS
1251,B0001X1WK8
1252,6300180247
1253,6300213501
1254,6300269469
1255,6301562925
1256,6301706471
1257,630303702X
1258,6303037399
1259,6303354912
1260,6304609434
1261,6304701608
1262,6304898460
1263,6305666385
1264,B00003CY40
1265,B00004I9NR
1266,B00004Z4W2
1267,B0000541AE
1268,B0002S94G6
1269,B0002SPPYQ
1270,B0002V7NZM
1271,B00067BBM8
1272,B000679NLO
1273,B00068S3U0
1274,B00074OLR2
1275,B0007OCG5G
1276,B0007XG3T2
1277,B0007Y08V0
1278,B0007Y4SPC
1279,B0009I8QGI
1280,B0009J5LPQ
1281,B0009NZ2LU
1282,B000A0GYB4
1283,B000BITUZC
1284,B000BKSJ52
1285,B000BNTMJQ
1286,B000BT96KU
1287,B000C1VALU
1288,B000C8STRG
1289,B000E3K364
1290,B000E40QC4
1291,B000E8N8OS
1292,B000E8QVD8
1293,B000ECX0A6
1294,B000EGDBDI
1295,B000EGDAM0
1296,B000EGDAFC
1297,B000EGDN68
1298,B000ERVKMG
1299,B000ES9AH2
1300,B000EWBJH2
1301,B000FS2W3K
1302,B000GKHM78
1303,B000GNOSJU
1304,B000GRUR64
1305,B000H1RG7M
1306,B000HIVISS
1307,B000IMVE28
1308,B000ION762
1309,B000JCE3LQ
1310,B000LC4ZDU
1311,B000MRA5EM
1312,B000MTFDBU
1313,B000NA6W5Y
1314,B000NA2TTM
1315,B000NVT0SY
1316,B000O78600
1317,B000P5HARG
1318,0767827759
1319,0945671873
1320,1572522410
1321,6301932838
1322,6302181755
1323,6302507596
1324,6302718805
1325,6302801095
1326,6303935184
1327,6303949703
1328,630394177X
1329,6304016212
1330,6304111835
1331,6304154135
1332,6304053576
1333,630410765X
1334,630418431X
1335,6304141262
1336,6304239661
1337,6304370490
1338,B0000039N9
1339,B000006QGL
1340,B00000F0JU
1341,B00000F5G1
1342,B00000JJHK
1343,B00001O2GY
1344,B00005JKTI
1345,B00005LMB1
1346,B00005MEVO
1347,B00005NKTH
1348,B00005QW5Y
1349,B00005RFIB
1350,B00005RIXQ
1351,B00005RRG1
1352,B00005UW9U
1353,B000065U4B
1354,B00006ADEO
1355,B00006ADD6
1356,B00006AUGB
1357,B00006CY42
1358,B00006JDTH
1359,B00007G1T7
1360,B00007G205
1361,B0000844JR
1362,B00008AOVG
1363,B00008HCAB
1364,B00009MEGD
1365,B00009MEJ7
1366,B0000AGWMQ
1367,B0000C9JEK
1368,B0000WN0OG
1369,B00015YVO0
1370,B00016JE5U
1371,B0001MDQ44
1372,B0001WTUHQ
1373,B00028G6RQ
1374,B0002C9DJU
1375,6300207870
1376,6300209075
1377,6300263444
1378,6301007581
1379,6301465016
1380,6301646096
1381,630301397X
1382,6303031862
1383,6303313329
1384,6303336485
1385,6303450229
1386,630385303X
1387,6304502362
1388,6304818262
1389,6304904126
1390,6305028699
1391,6305187886
1392,6305279233
1393,6305459649
1394,6305452725
1395,6305499179
1396,6305744653
1397,B00003ETIU
1398,B00003L9CA
1399,B00004W21U
1400,B00004YKQT
1401,B00004YS98
1402,B000053VC9
1403,B000053VAN
1404,B000056N7V
1405,B000056WR0
1406,B000059XWO
1407,B0002YCUQ6
1408,B000667GKA
1409,B00082ZR3A
1410,B00096S31S
1411,B00096CY40
1412,B000A59PZQ
1413,B000AA4JKW
1414,B000AYELEM
1415,B000BDH6CQ
1416,B000C65YUS
1417,B000C8STW6
1418,B000E267B0
1419,B000E8JNQ0
1420,B000EHSV8M
1421,B000ERVJKE
1422,B000ERVJKO
1423,B000G6BLCO
1424,B000GBEWP2
1425,B000GFRI68
1426,B000GH3CMA
1427,B000GH3PN6
1428,B000H1RFIM
1429,B000HDRANK
1430,B000HT38I0
1431,B000I4O8KQ
1432,B000IJ7A9M
1433,B000KC6SX6
1434,B000KN7BN6
1435,B000MKXEXI
1436,B000MV8R7A
1437,B000N4SHOO
1438,B000NIBUVW
1439,B000NIVJHW
1440,B000NO241Q
1441,B000NPASR2
1442,B000NQRSA6
1443,B000O179I6
1444,B000O76TOK
1445,B000O78628
1446,B000P5FH4O
1447,B000PHX4G0
1448,0005119367
1449,0780021088
1450,078310135X
1451,0783116640
1452,079073608X
1453,0792171306
1454,156580211X
1455,6302025230
1456,6302041082
1457,6302139708
1458,6302428084
1459,6302513375
1460,6302993210
1461,6303878296
1462,6303921051
1463,6303957358
1464,6303968937
